ProviderId,DataYear,SurveysCompleted,SurveyResponseRate,MeasureStartDate,MeasureEndDate
100248,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100248,2015,946,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100248,2016,996,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100249,2009,300 or More,32,NULL,NULL
100249,2010,300 or more,39,NULL,NULL
100249,2011,300 or more,35,NULL,NULL
100249,2012,300 or more,38,NULL,NULL
100249,2013,300 or more,38,NULL,NULL
100249,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100249,2015,677,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100249,2016,687,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100252,2009,300 or More,26,NULL,NULL
100252,2010,300 or more,34,NULL,NULL
100252,2011,300 or more,29,NULL,NULL
100252,2012,300 or more,30,NULL,NULL
100252,2013,300 or more,32,NULL,NULL
100252,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100252,2015,902,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100252,2016,855,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100253,2009,300 or More,23,NULL,NULL
100253,2010,300 or more,29,NULL,NULL
100253,2011,300 or more,30,NULL,NULL
100253,2012,300 or more,30,NULL,NULL
100253,2013,300 or more,31,NULL,NULL
100253,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100253,2015,1670,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100253,2016,1662,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100254,2009,300 or More,23,NULL,NULL
100254,2010,300 or more,30,NULL,NULL
100254,2011,300 or more,27,NULL,NULL
100254,2012,300 or more,27,NULL,NULL
100254,2013,300 or more,29,NULL,NULL
100254,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100254,2015,1161,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100254,2016,1289,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100255,2009,300 or More,27,NULL,NULL
100255,2010,300 or more,28,NULL,NULL
100255,2011,300 or more,26,NULL,NULL
100255,2012,300 or more,25,NULL,NULL
100255,2013,300 or more,32,NULL,NULL
100255,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100255,2015,487,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100255,2016,494,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100256,2009,300 or More,35,NULL,NULL
100256,2010,300 or more,37,NULL,NULL
100256,2011,300 or more,31,NULL,NULL
100256,2012,300 or more,32,NULL,NULL
100256,2013,300 or more,31,NULL,NULL
100256,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100256,2015,1171,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100256,2016,1310,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100258,2009,300 or More,39,NULL,NULL
100258,2010,300 or more,37,NULL,NULL
100258,2011,300 or more,35,NULL,NULL
100258,2012,300 or more,35,NULL,NULL
100258,2013,300 or more,44,NULL,NULL
100258,2014,300 or more,45,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100258,2015,873,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100258,2016,808,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100259,2009,300 or More,38,NULL,NULL
100259,2010,300 or more,35,NULL,NULL
100259,2011,300 or more,30,NULL,NULL
100259,2012,300 or more,32,NULL,NULL
100259,2013,300 or more,32,NULL,NULL
100259,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100259,2015,1177,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100259,2016,1143,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100260,2009,300 or More,33,NULL,NULL
100260,2010,300 or more,33,NULL,NULL
100260,2011,300 or more,31,NULL,NULL
100260,2012,300 or more,32,NULL,NULL
100260,2013,300 or more,32,NULL,NULL
100260,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100260,2015,1178,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100260,2016,1261,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100264,2009,300 or More,40,NULL,NULL
100264,2010,300 or more,35,NULL,NULL
100264,2011,300 or more,33,NULL,NULL
100264,2012,300 or more,33,NULL,NULL
100264,2013,300 or more,31,NULL,NULL
100264,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100264,2015,1157,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100264,2016,1194,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100265,2009,300 or More,36,NULL,NULL
100265,2010,300 or more,36,NULL,NULL
100265,2011,300 or more,34,NULL,NULL
100265,2012,300 or more,33,NULL,NULL
100265,2013,300 or more,32,NULL,NULL
100265,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100265,2015,3259,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100265,2016,3438,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100266,2009,300 or More,38,NULL,NULL
100266,2010,300 or more,41,NULL,NULL
100266,2011,300 or more,40,NULL,NULL
100266,2012,300 or more,38,NULL,NULL
100266,2013,300 or more,38,NULL,NULL
100266,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100266,2015,1219,39,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100266,2016,1121,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100267,2009,300 or More,37,NULL,NULL
100267,2010,300 or more,36,NULL,NULL
100267,2011,300 or more,31,NULL,NULL
100267,2012,300 or more,32,NULL,NULL
100267,2013,300 or more,33,NULL,NULL
100267,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100267,2015,695,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100267,2016,650,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100268,2009,300 or More,31,NULL,NULL
100268,2010,300 or more,31,NULL,NULL
100268,2011,300 or more,31,NULL,NULL
100268,2012,300 or more,29,NULL,NULL
100268,2013,300 or more,35,NULL,NULL
100268,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100268,2015,519,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100268,2016,521,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100269,2009,300 or More,23,NULL,NULL
100269,2010,300 or more,27,NULL,NULL
100269,2011,300 or more,24,NULL,NULL
100269,2012,300 or more,25,NULL,NULL
100269,2013,300 or more,25,NULL,NULL
100269,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100269,2015,1129,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100269,2016,1322,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100275,2009,300 or More,23,NULL,NULL
100275,2010,300 or more,27,NULL,NULL
100275,2011,300 or more,26,NULL,NULL
100275,2012,300 or more,26,NULL,NULL
100275,2013,300 or more,27,NULL,NULL
100275,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100275,2015,1096,20,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100275,2016,1122,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100276,2009,300 or More,24,NULL,NULL
100276,2010,300 or more,24,NULL,NULL
100276,2011,300 or more,21,NULL,NULL
100276,2012,300 or more,20,NULL,NULL
100276,2013,300 or more,19,NULL,NULL
100276,2014,300 or more,17,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100276,2015,947,16,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100276,2016,915,16,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100277,2009,Fewer than 100,8,NULL,NULL
100277,2010,Fewer than 100,10,NULL,NULL
100277,2011,Fewer than 100,13,NULL,NULL
100277,2012,Fewer than 100,12,NULL,NULL
100277,2013,Fewer than 100,16,NULL,NULL
100277,2014,Fewer than 100,9,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100277,2015,FEWER THAN 50,10,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100277,2016,FEWER THAN 50,7,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100281,2009,300 or More,31,NULL,NULL
100281,2010,300 or more,28,NULL,NULL
100281,2011,300 or more,27,NULL,NULL
100281,2012,300 or more,26,NULL,NULL
100281,2013,300 or more,26,NULL,NULL
100281,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100281,2015,3310,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100281,2016,3129,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100284,2009,Between 100 and 299,14,NULL,NULL
100284,2010,Between 100 and 299,16,NULL,NULL
100284,2011,Between 100 and 299,16,NULL,NULL
100284,2012,Between 100 and 299,15,NULL,NULL
100284,2013,Between 100 and 299,16,NULL,NULL
100284,2014,300 or more,18,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100284,2015,631,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100284,2016,540,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100285,2009,300 or More,30,NULL,NULL
100285,2010,300 or more,28,NULL,NULL
100285,2011,300 or more,26,NULL,NULL
100285,2012,300 or more,25,NULL,NULL
100285,2013,300 or more,24,NULL,NULL
100285,2014,300 or more,23,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100285,2015,1265,20,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100285,2016,1210,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100286,2009,300 or More,21,NULL,NULL
100286,2010,300 or more,38,NULL,NULL
100286,2011,300 or more,39,NULL,NULL
100286,2012,300 or more,40,NULL,NULL
100286,2013,300 or more,39,NULL,NULL
100286,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100286,2015,1456,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100286,2016,1262,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100287,2009,300 or More,33,NULL,NULL
100287,2010,300 or more,31,NULL,NULL
100287,2011,300 or more,32,NULL,NULL
100287,2012,300 or more,32,NULL,NULL
100287,2013,300 or more,39,NULL,NULL
100287,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100287,2015,495,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100287,2016,501,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100288,2009,300 or More,32,NULL,NULL
100288,2010,300 or more,29,NULL,NULL
100288,2011,300 or more,33,NULL,NULL
100288,2012,300 or more,30,NULL,NULL
100288,2013,300 or more,37,NULL,NULL
100288,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100288,2015,686,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100288,2016,704,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100289,2009,300 or More,33,NULL,NULL
100289,2010,300 or more,36,NULL,NULL
100289,2011,300 or more,36,NULL,NULL
100289,2012,300 or more,35,NULL,NULL
100289,2013,300 or more,33,NULL,NULL
100289,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100289,2015,1386,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100289,2016,1382,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100290,2009,300 or More,43,NULL,NULL
100290,2010,300 or more,43,NULL,NULL
100290,2011,300 or more,44,NULL,NULL
100290,2012,300 or more,44,NULL,NULL
100290,2013,300 or more,47,NULL,NULL
100290,2014,300 or more,43,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100290,2015,2748,42,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100290,2016,3046,40,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100291,2009,300 or More,35,NULL,NULL
100291,2010,300 or more,36,NULL,NULL
100291,2011,300 or more,29,NULL,NULL
100291,2012,300 or more,29,NULL,NULL
100291,2013,300 or more,29,NULL,NULL
100291,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100291,2015,520,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100291,2016,528,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100292,2009,300 or More,42,NULL,NULL
100292,2010,300 or more,42,NULL,NULL
100292,2011,300 or more,39,NULL,NULL
100292,2012,300 or more,31,NULL,NULL
100292,2013,300 or more,36,NULL,NULL
100292,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100292,2015,968,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100292,2016,1088,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100296,2009,300 or More,35,NULL,NULL
100296,2010,300 or more,30,NULL,NULL
100296,2011,300 or more,31,NULL,NULL
100296,2012,300 or more,31,NULL,NULL
100296,2013,300 or more,32,NULL,NULL
100296,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100296,2015,387,24,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100296,2016,416,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100299,2009,300 or More,33,NULL,NULL
100299,2010,300 or more,32,NULL,NULL
100299,2011,300 or more,28,NULL,NULL
100299,2012,300 or more,32,NULL,NULL
100299,2013,300 or more,30,NULL,NULL
100299,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100299,2015,668,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100299,2016,577,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100302,2009,300 or More,20,NULL,NULL
100302,2010,300 or more,30,NULL,NULL
100302,2011,300 or more,27,NULL,NULL
100302,2012,300 or more,26,NULL,NULL
100302,2013,300 or more,27,NULL,NULL
100302,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100302,2015,529,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100302,2016,574,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100307,2010,300 or more,28,NULL,NULL
100307,2011,300 or more,32,NULL,NULL
100307,2012,300 or more,30,NULL,NULL
100307,2013,300 or more,32,NULL,NULL
100307,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100307,2015,1745,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100307,2016,2278,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100313,2011,N/A,N/A,NULL,NULL
100313,2012,Between 100 and 299,34,NULL,NULL
100313,2013,Between 100 and 299,35,NULL,NULL
100313,2014,Between 100 and 299,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100313,2015,146,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100313,2016,115,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100314,2012,Not Available,Not Available,NULL,NULL
100314,2013,300 or more,25,NULL,NULL
100314,2014,300 or more,22,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100314,2015,386,17,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100314,2016,407,18,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100315,2012,Not Available,Not Available,NULL,NULL
100315,2013,300 or more,42,NULL,NULL
100315,2014,300 or more,45,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100315,2015,1062,44,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100315,2016,1101,45,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100316,2012,Not Available,Not Available,NULL,NULL
100316,2013,300 or more,29,NULL,NULL
100316,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100316,2015,789,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100316,2016,809,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100319,2013,Not Available,Not Available,NULL,NULL
100319,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100319,2015,1333,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100319,2016,1348,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100320,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100320,2015,464,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100320,2016,418,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100321,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100321,2015,450,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100321,2016,455,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100322,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100322,2015,169,79,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100322,2016,214,80,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101300,2009,Fewer than 100,23,NULL,NULL
101300,2010,Fewer than 100,13,NULL,NULL
101300,2011,Fewer than 100,12,NULL,NULL
101300,2012,Fewer than 100,24,NULL,NULL
101300,2013,Fewer than 100,21,NULL,NULL
101300,2014,Fewer than 100,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101300,2015,61,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101300,2016,53,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101301,2010,N/A,N/A,NULL,NULL
101301,2011,N/A,N/A,NULL,NULL
101301,2012,Not Available,Not Available,NULL,NULL
101301,2013,Not Available,Not Available,NULL,NULL
101301,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101301,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101301,2016,232,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101302,2010,N/A,N/A,NULL,NULL
101302,2011,N/A,N/A,NULL,NULL
101302,2012,Not Available,Not Available,NULL,NULL
101302,2013,Not Available,Not Available,NULL,NULL
101302,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101302,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101302,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101303,2012,Not Available,Not Available,NULL,NULL
101303,2013,Not Available,Not Available,NULL,NULL
101303,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101303,2015,FEWER THAN 50,24,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101303,2016,FEWER THAN 50,19,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101304,2013,Not Available,Not Available,NULL,NULL
101304,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101304,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101305,2012,Not Available,Not Available,NULL,NULL
101305,2013,Not Available,Not Available,NULL,NULL
101305,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101305,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101305,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101307,2010,N/A,N/A,NULL,NULL
101307,2011,N/A,N/A,NULL,NULL
101307,2012,Not Available,Not Available,NULL,NULL
101307,2013,Not Available,Not Available,NULL,NULL
101307,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101307,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101307,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101308,2010,N/A,N/A,NULL,NULL
101308,2011,N/A,N/A,NULL,NULL
101308,2012,Not Available,Not Available,NULL,NULL
101308,2013,Not Available,Not Available,NULL,NULL
101308,2015,100,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101308,2016,75,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101309,2009,Between 100 and 299,15,NULL,NULL
101309,2010,Between 100 and 299,16,NULL,NULL
101309,2011,Between 100 and 299,16,NULL,NULL
101309,2012,Between 100 and 299,26,NULL,NULL
101309,2013,Between 100 and 299,24,NULL,NULL
101309,2014,Between 100 and 299,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101309,2015,93,17,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101309,2016,107,18,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101310,2010,N/A,N/A,NULL,NULL
101310,2011,N/A,N/A,NULL,NULL
101310,2012,Not Available,Not Available,NULL,NULL
101310,2013,Not Available,Not Available,NULL,NULL
101310,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101310,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101310,2016,323,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101311,2013,Not Available,Not Available,NULL,NULL
101311,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101311,2015,55,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101311,2016,61,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101312,2010,Between 100 and 299,37,NULL,NULL
101312,2011,Between 100 and 299,37,NULL,NULL
101312,2012,Between 100 and 299,33,NULL,NULL
101312,2013,Between 100 and 299,35,NULL,NULL
101312,2014,Between 100 and 299,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101312,2015,117,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101312,2016,117,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
101313,2011,Between 100 and 299,39,NULL,NULL
101313,2012,Between 100 and 299,40,NULL,NULL
101313,2013,Between 100 and 299,40,NULL,NULL
101313,2014,Between 100 and 299,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
101313,2015,174,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
101313,2016,156,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
110001,2009,300 or More,28,NULL,NULL
110001,2010,300 or more,26,NULL,NULL
110001,2011,300 or more,26,NULL,NULL
110001,2012,300 or more,23,NULL,NULL
110001,2013,300 or more,24,NULL,NULL
110001,2014,300 or more,23,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
110001,2015,527,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
110001,2016,497,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
110002,2009,300 or More,25,NULL,NULL
110002,2010,300 or more,26,NULL,NULL
110002,2011,300 or more,27,NULL,NULL
110002,2012,300 or more,28,NULL,NULL
110002,2013,300 or more,25,NULL,NULL
110002,2014,300 or more,23,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
110002,2015,430,21,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
110002,2016,399,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
110003,2009,300 or More,23,NULL,NULL
110003,2010,300 or more,24,NULL,NULL
110003,2011,300 or more,25,NULL,NULL
110003,2012,300 or more,22,NULL,NULL
110003,2013,300 or more,21,NULL,NULL
110003,2014,300 or more,17,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
110003,2015,820,16,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
110003,2016,656,16,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
