ProviderId,DataYear,OP_10_Score,OP_11_Score,OP_13_Score,OP_14_Score,OP_8_Score,OP_9_Score,OP_10_Sample,OP_11_Sample,OP_13_Sample,OP_14_Sample,OP_8_Sample,OP_9_Sample,MeasureStartDate,MeasureEndDate
110008,2014,7.4,1.9,6.4,1.5,Not Available,10.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110010,2013,24.3,0.2,8.1,2.0,28.3,11.2,1724,2661,898,907,474,1730,NULL,NULL
110010,2016,9.2,0.0,5.4,2.2,39.3,7.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110011,2011,0.118,0.057,NULL,NULL,25.0,6.9,897,680,NULL,NULL,116,1530,NULL,NULL
110015,2010,0.155,0.120,NULL,NULL,40.9,8.8,374,249,NULL,NULL,44,444,NULL,NULL
110015,2014,8.8,3.7,4.2,1.2,Not Available,7.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110016,2015,7.2,12.7,4.3,1.9,Not Available,7.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110018,2011,0.143,0.167,NULL,NULL,29.5,8.9,754,383,NULL,NULL,95,1941,NULL,NULL
110018,2014,16.1,11.8,Not Available,3.2,41.0,7.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110023,2010,0.136,0.213,NULL,NULL,22.6,8.6,381,155,NULL,NULL,115,627,NULL,NULL
110024,2016,42.0,0.7,3.3,1.9,40.5,7.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110025,2011,0.036,0.011,NULL,NULL,31.9,4.7,1152,827,NULL,NULL,273,2422,NULL,NULL
110025,2014,7.5,4.7,6.5,4.7,27.9,3.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110026,2011,0.680,N/A,NULL,NULL,N/A,4.1,125,N/A,NULL,NULL,N/A,314,NULL,NULL
110027,2013,39.4,37.9,Not Available,0.8,Not Available,4.9,142,58,Not Available,247,Not Available,306,NULL,NULL
110027,2016,17.8,6.9,6.6,1.5,Not Available,21.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110028,2012,0.068,0.105,7,1.2,31.6,9.2,1139,571,157,1290,155,815,NULL,NULL
110028,2015,3.3,1.7,4.5,1.6,Not Available,9.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110029,2010,0.209,0.224,NULL,NULL,27.7,9.6,1461,651,NULL,NULL,282,2032,NULL,NULL
110029,2013,6.3,2.3,7.2,2.4,36.3,7.7,1894,734,584,1489,270,2731,NULL,NULL
110029,2016,3.0,0.6,5.3,2.5,39.2,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110030,2012,0.054,0.019,6.5,2.7,39.7,12.5,821,641,262,563,58,751,NULL,NULL
110031,2011,0.096,0.246,NULL,NULL,36.7,5.6,561,167,NULL,NULL,49,907,NULL,NULL
110031,2014,4.7,1.8,8.2,0.8,Not Available,6.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110032,2011,0.172,0.203,NULL,NULL,N/A,9.1,360,133,NULL,NULL,N/A,894,NULL,NULL
110032,2014,9.0,8.7,5.0,Not Available,Not Available,12.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110034,2015,8.7,0.3,7.0,0.6,Not Available,3.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110035,2010,0.084,0.065,NULL,NULL,27.3,11.2,2383,2792,NULL,NULL,220,3802,NULL,NULL
110035,2013,8.6,4.4,5.5,1.8,28.6,14.0,2504,2574,2085,1588,119,4429,NULL,NULL
110036,2010,0.382,0.245,NULL,NULL,30.1,5.4,1090,888,NULL,NULL,166,1664,NULL,NULL
110038,2011,0.076,0.002,NULL,NULL,36.9,9.0,1027,827,NULL,NULL,203,2338,NULL,NULL
110038,2014,11.4,1.9,6.8,1.6,35.0,9.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110039,2016,5.9,5.6,Not Available,Not Available,Not Available,12.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110040,2011,0.125,N/A,NULL,NULL,N/A,31.1,104,N/A,NULL,NULL,N/A,190,NULL,NULL
110041,2011,0.153,0.151,NULL,NULL,30.3,15.1,391,232,NULL,NULL,76,903,NULL,NULL
110041,2014,3.3,1.0,3.9,4.1,55.6,14.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110042,2016,6.0,0.2,5.7,2.8,31.3,13.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110043,2011,0.319,0.009,NULL,NULL,N/A,4.8,577,317,NULL,NULL,N/A,460,NULL,NULL
110043,2014,20.8,0.6,6.7,2.9,Not Available,4.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110044,2012,0.111,0.123,Not Available,Not Available,Not Available,7.8,288,155,Not Available,Not Available,Not Available,630,NULL,NULL
050766,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050768,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050769,2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
050770,2013,9.1,Not Available,Not Available,Not Available,Not Available,Not Available,165,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050770,2016,7.0,13.3,4.0,Not Available,Not Available,13.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050773,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050776,2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
050779,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051300,2016,4.2,Not Available,Not Available,Not Available,Not Available,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051302,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
051303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,5.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051311,2013,6.7,3.1,Not Available,1.1,Not Available,10.0,180,97,Not Available,274,Not Available,229,NULL,NULL
051314,2013,38.5,Not Available,Not Available,0.8,Not Available,Not Available,169,Not Available,Not Available,242,Not Available,Not Available,NULL,NULL
051314,2016,6.8,12.0,Not Available,0.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051315,2014,11.7,11.0,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051319,2011,0.585,0.006,NULL,NULL,31.6,6.3,272,170,NULL,NULL,76,552,NULL,NULL
051320,2011,0.028,0.000,NULL,NULL,47.2,16.8,247,136,NULL,NULL,72,411,NULL,NULL
051321,2010,0.044,0.000,NULL,NULL,40.6,5.4,159,90,NULL,NULL,32,540,NULL,NULL
051327,2011,0.038,N/A,NULL,NULL,N/A,16.4,53,N/A,NULL,NULL,N/A,116,NULL,NULL
051327,2014,2.1,Not Available,Not Available,Not Available,Not Available,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051329,2015,2.0,0.3,1.8,Not Available,Not Available,8.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051331,2013,26.2,3.7,Not Available,Not Available,Not Available,7.4,279,241,Not Available,Not Available,Not Available,418,NULL,NULL
051331,2016,13.5,0.7,Not Available,Not Available,Not Available,4.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051332,2015,4.4,4.6,2.1,Not Available,Not Available,6.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051334,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060001,2011,0.074,0.007,NULL,NULL,31.7,6.2,672,290,NULL,NULL,252,1810,NULL,NULL
060001,2014,4.7,2.3,3.1,3.4,40.1,6.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060003,2014,11.6,2.9,2.4,1.6,43.9,4.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060004,2015,5.2,0.0,4.2,Not Available,Not Available,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060006,2011,0.213,0.232,NULL,NULL,36.4,7.3,521,315,NULL,NULL,140,1293,NULL,NULL
060006,2014,20.6,11.9,5.2,1.1,35.1,10.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060008,2011,0.400,0.358,NULL,NULL,42.9,17.5,245,106,NULL,NULL,56,504,NULL,NULL
060008,2014,22.8,17.9,3.7,1.2,42.5,12.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060009,2010,0.070,0.059,NULL,NULL,29.3,12.3,1106,733,NULL,NULL,280,2291,NULL,NULL
060009,2013,5.0,0.9,5.6,1.6,32.7,12.7,968,768,233,929,153,2534,NULL,NULL
060009,2016,2.9,0.3,Not Available,1.3,Not Available,10.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060010,2014,8.1,2.8,3.6,1.8,36.3,6.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060011,2012,0.003,0.033,2.2,0.6,50,8.1,337,303,135,330,36,385,NULL,NULL
060011,2015,0.0,6.1,2.7,0.9,Not Available,10.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060012,2010,0.109,0.013,NULL,NULL,40.0,6.8,686,386,NULL,NULL,170,1843,NULL,NULL
060012,2013,10.9,4.1,5.7,4.1,37.8,6.1,604,389,122,489,82,2223,NULL,NULL
060013,2015,4.2,3.6,2.7,1.6,Not Available,7.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060014,2010,0.045,0.003,NULL,NULL,43.3,7.2,419,317,NULL,NULL,67,587,NULL,NULL
060014,2013,4.5,1.0,Not Available,0.6,Not Available,8.9,489,399,Not Available,314,Not Available,609,NULL,NULL
060014,2016,5.1,0.3,7.1,Not Available,Not Available,9.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060015,2011,0.073,0.007,NULL,NULL,N/A,N/A,449,304,NULL,NULL,N/A,N/A,NULL,NULL
060015,2014,3.4,1.2,9.6,Not Available,42.4,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110044,2015,1.8,0.0,Not Available,4.8,Not Available,7.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110045,2012,0.038,0.178,Not Available,1.2,Not Available,15.4,288,90,Not Available,251,Not Available,403,NULL,NULL
110045,2015,6.4,0.7,Not Available,Not Available,Not Available,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110046,2010,0.192,0.139,NULL,NULL,20.4,12.6,245,115,NULL,NULL,54,405,NULL,NULL
110046,2013,9.5,9.9,Not Available,Not Available,Not Available,11.9,368,142,Not Available,Not Available,Not Available,511,NULL,NULL
110046,2016,6.1,1.9,Not Available,Not Available,Not Available,4.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110050,2015,9.7,4.0,Not Available,Not Available,Not Available,11.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110051,2011,0.078,0.008,NULL,NULL,28.7,8.1,448,237,NULL,NULL,157,1276,NULL,NULL
110051,2014,4.8,1.6,9.6,0.8,40.3,7.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110054,2012,0.04,0,7,1.8,41.3,10,572,330,357,774,63,2492,NULL,NULL
110064,2013,3.0,0.5,2.5,2.9,28.1,4.3,600,578,81,698,199,2668,NULL,NULL
110064,2016,7.7,2.9,Not Available,3.5,47.0,4.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110069,2013,23.4,12.0,Not Available,3.1,42.3,3.1,1133,848,Not Available,1115,104,1476,NULL,NULL
110069,2016,16.5,10.5,Not Available,2.7,40.4,4.2,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110071,2012,0.057,0.046,8,5.4,Not Available,7.6,211,130,100,224,Not Available,223,NULL,NULL
110071,2015,22.1,16.7,Not Available,Not Available,Not Available,9.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110073,2012,0.301,0.245,1.4,Not Available,Not Available,12,196,143,73,Not Available,Not Available,166,NULL,NULL
110074,2011,0.065,0.000,NULL,NULL,32.3,7.8,1642,2002,NULL,NULL,303,3003,NULL,NULL
110074,2014,5.7,0.1,6.8,0.8,36.6,6.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110075,2013,25.2,41.7,4.2,Not Available,36.2,9.7,512,163,165,Not Available,58,300,NULL,NULL
110075,2016,33.2,26.0,2.2,2.7,31.7,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110076,2011,0.086,0.000,NULL,NULL,25.3,5.2,1099,1076,NULL,NULL,150,4283,NULL,NULL
110078,2015,7.7,0.1,6.4,2.5,Not Available,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110079,2014,9.1,4.0,3.8,1.2,30.9,6.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110082,2010,0.025,0.001,NULL,NULL,32.7,7.6,1647,1272,NULL,NULL,107,1503,NULL,NULL
110082,2013,3.9,0.0,6.8,2.1,38.8,5.8,1496,1489,532,1049,80,1588,NULL,NULL
110082,2016,7.3,0.1,5.5,3.0,Not Available,9.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110083,2011,0.116,0.007,NULL,NULL,30.6,8.9,1859,1257,NULL,NULL,232,2850,NULL,NULL
110086,2012,0.22,0.177,Not Available,Not Available,Not Available,7.1,164,113,Not Available,Not Available,Not Available,437,NULL,NULL
110087,2014,5.6,3.0,5.1,0.8,34.8,16.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110089,2010,0.327,0.384,NULL,NULL,32.9,8.4,575,341,NULL,NULL,82,644,NULL,NULL
110089,2013,26.8,26.3,7.7,4.1,18.3,7.3,598,274,194,583,71,660,NULL,NULL
110091,2016,7.5,0.6,3.9,2.7,Not Available,9.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110092,2010,0.370,0.404,NULL,NULL,27.9,4.2,227,136,NULL,NULL,61,382,NULL,NULL
110095,2012,0.038,0.002,3.9,2.1,35.9,13.1,781,462,558,797,156,1797,NULL,NULL
110095,2015,1.9,0.2,5.5,2.8,Not Available,16.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110100,2010,0.148,0.083,NULL,NULL,N/A,2.2,81,36,NULL,NULL,N/A,268,NULL,NULL
110100,2013,5.7,Not Available,Not Available,Not Available,Not Available,7.9,87,Not Available,Not Available,Not Available,Not Available,239,NULL,NULL
110101,2012,0.56,Not Available,Not Available,Not Available,Not Available,6.4,50,Not Available,Not Available,Not Available,Not Available,141,NULL,NULL
110101,2015,22.9,Not Available,Not Available,Not Available,Not Available,10.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110104,2012,0.121,0,3.1,5.3,37.7,0.3,247,162,130,430,69,573,NULL,NULL
110104,2015,4.7,0.8,9.3,Not Available,Not Available,5.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110105,2011,0.039,0.000,NULL,NULL,33.3,7.1,544,300,NULL,NULL,147,566,NULL,NULL
110105,2014,6.4,0.0,5.1,Not Available,31.4,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110107,2010,0.185,0.052,NULL,NULL,50.0,4.9,664,461,NULL,NULL,2,2284,NULL,NULL
110107,2013,9.9,3.0,4.7,1.5,Not Available,5.0,756,540,297,964,Not Available,2596,NULL,NULL
110107,2016,7.6,0.6,1.2,1.8,Not Available,5.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110109,2010,0.664,0.638,NULL,NULL,41.4,14.3,110,69,NULL,NULL,29,364,NULL,NULL
110109,2013,38.7,45.7,1.9,Not Available,Not Available,12.4,150,94,54,Not Available,Not Available,362,NULL,NULL
110111,2011,0.226,N/A,NULL,NULL,N/A,9.8,93,N/A,NULL,NULL,N/A,451,NULL,NULL
110113,2010,0.097,0.071,NULL,NULL,N/A,10.1,72,42,NULL,NULL,N/A,335,NULL,NULL
110113,2013,8.0,Not Available,Not Available,Not Available,Not Available,10.7,75,Not Available,Not Available,Not Available,Not Available,308,NULL,NULL
110113,2016,6.7,Not Available,Not Available,5.8,Not Available,9.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110115,2010,0.059,0.026,NULL,NULL,27.0,8.5,273,152,NULL,NULL,37,519,NULL,NULL
110115,2013,7.4,6.1,9.3,Not Available,Not Available,9.2,312,131,129,Not Available,Not Available,468,NULL,NULL
110121,2012,0.02,0,Not Available,Not Available,Not Available,9.3,200,48,Not Available,Not Available,Not Available,462,NULL,NULL
110122,2012,0.178,0.012,6.2,2.7,29,6.9,1259,924,291,980,62,1617,NULL,NULL
110122,2015,9.4,0.1,7.5,3.8,Not Available,8.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110124,2015,14.9,17.0,4.6,Not Available,Not Available,14.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110125,2010,0.146,0.026,NULL,NULL,30.6,1.4,362,229,NULL,NULL,49,852,NULL,NULL
110125,2013,3.4,0.0,7.0,Not Available,Not Available,5.8,357,154,100,Not Available,Not Available,778,NULL,NULL
110128,2011,0.036,0.011,NULL,NULL,31.3,2.5,525,275,NULL,NULL,176,690,NULL,NULL
110128,2014,12.6,1.4,4.7,2.7,37.2,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110129,2016,6.7,1.2,3.7,1.9,38.8,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110130,2011,0.333,N/A,NULL,NULL,N/A,2.1,60,N/A,NULL,NULL,N/A,96,NULL,NULL
110132,2014,18.1,9.7,Not Available,Not Available,34.7,3.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110135,2012,0.088,0,4.5,1,33.3,6.6,240,166,202,292,57,564,NULL,NULL
110135,2015,5.6,0.0,4.9,Not Available,Not Available,7.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110142,2010,0.213,0.151,NULL,NULL,33.8,9.0,188,119,NULL,NULL,77,211,NULL,NULL
110142,2013,30.3,8.6,Not Available,5.1,Not Available,13.7,155,139,Not Available,237,Not Available,241,NULL,NULL
110143,2012,0.114,0.062,6.8,3.6,Not Available,13.9,1209,739,599,935,Not Available,1830,NULL,NULL
110143,2015,7.8,0.5,5.8,3.1,Not Available,15.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110146,2011,0.044,0.095,NULL,NULL,44.7,2.4,316,126,NULL,NULL,47,623,NULL,NULL
110146,2014,11.7,18.1,3.1,Not Available,42.9,3.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110150,2016,9.4,14.8,4.8,1.2,Not Available,7.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110153,2012,0.251,0.208,Not Available,Not Available,Not Available,6.5,287,159,Not Available,Not Available,Not Available,248,NULL,NULL
110153,2015,14.4,11.5,Not Available,1.0,Not Available,3.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110161,2012,0.099,0.003,8.6,1.9,28.1,10.5,1208,1028,70,676,160,3993,NULL,NULL
110161,2015,9.4,0.0,8.5,0.8,Not Available,10.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110163,2011,0.190,0.107,NULL,NULL,N/A,19.2,290,122,NULL,NULL,N/A,344,NULL,NULL
110164,2010,0.121,0.003,NULL,NULL,38.3,3.6,521,351,NULL,NULL,60,1614,NULL,NULL
110164,2013,4.7,0.0,4.4,3.2,Not Available,6.9,655,287,45,658,Not Available,1759,NULL,NULL
110164,2016,2.6,1.1,Not Available,2.6,Not Available,6.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110165,2012,0.058,0.016,3.4,1.9,48.5,13.9,883,510,149,794,33,1436,NULL,NULL
110168,2014,4.8,3.2,6.2,2.3,40.9,15.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110177,2012,0.061,0.09,3.4,Not Available,39.7,10.4,396,199,58,Not Available,68,1379,NULL,NULL
110177,2015,1.7,0.0,3.9,Not Available,Not Available,11.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110183,2011,0.198,0.216,NULL,NULL,N/A,8.5,217,88,NULL,NULL,N/A,422,NULL,NULL
110183,2014,4.7,Not Available,Not Available,1.6,Not Available,8.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110184,2011,0.168,0.186,NULL,NULL,N/A,8.7,649,640,NULL,NULL,N/A,1209,NULL,NULL
110186,2012,0.03,0,Not Available,Not Available,Not Available,Not Available,264,137,Not Available,Not Available,Not Available,Not Available,NULL,NULL
110187,2010,0.317,0.438,NULL,NULL,54.5,7.9,164,96,NULL,NULL,11,278,NULL,NULL
110189,2012,0.088,0.054,4.2,Not Available,Not Available,9.5,160,93,239,Not Available,Not Available,535,NULL,NULL
110189,2015,6.8,3.2,2.1,5.3,Not Available,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110190,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110191,2011,0.047,0.002,NULL,NULL,N/A,8.7,823,470,NULL,NULL,N/A,958,NULL,NULL
110191,2014,7.7,0.9,8.8,2.2,39.0,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110192,2010,0.073,0.009,NULL,NULL,31.6,9.3,875,457,NULL,NULL,76,1815,NULL,NULL
110192,2013,5.2,1.8,4.7,0.9,23.2,15.9,812,383,150,569,99,1976,NULL,NULL
110192,2016,7.8,3.2,7.4,2.2,Not Available,9.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110194,2012,0.292,0.5,Not Available,Not Available,Not Available,4.2,161,40,Not Available,Not Available,Not Available,191,NULL,NULL
110194,2015,14.7,Not Available,Not Available,Not Available,Not Available,6.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110198,2011,0.027,0.000,NULL,NULL,24.6,10.9,524,249,NULL,NULL,118,258,NULL,NULL
060016,2016,10.1,4.1,Not Available,Not Available,55.3,18.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060020,2011,0.085,0.000,NULL,NULL,32.7,13.0,1109,522,NULL,NULL,147,486,NULL,NULL
060020,2014,5.6,0.2,6.1,2.2,39.2,12.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060022,2011,0.731,0.074,NULL,NULL,34.3,5.2,1697,1101,NULL,NULL,563,3430,NULL,NULL
060022,2014,25.9,20.3,4.0,2.5,35.8,6.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060023,2010,0.060,0.001,NULL,NULL,46.2,13.7,955,749,NULL,NULL,253,1853,NULL,NULL
060023,2013,8.2,0.0,6.7,0.8,47.1,11.9,980,633,163,603,210,2273,NULL,NULL
060023,2016,12.1,0.3,3.5,Not Available,37.3,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060024,2015,7.1,0.4,4.7,2.1,Not Available,7.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060027,2011,0.131,0.015,NULL,NULL,30.6,13.8,489,455,NULL,NULL,340,2707,NULL,NULL
